"kode_produk","nama_produk","harga","stok","kategori","last_updated"
"PRD00021","celana jeans pria","67rb","234","pakian","2023-08-11 06:20:00"
"PRD00022","topi sekolah ","Rp 492,000","16","clothes","2024-07-28 16:41:00"
"PRD00023","BAJU ANAK PEREMPUAN","Rp211000,-","145","pakian","2025/05/17"
"PRD00024"," kaos olahraga ","","7","PAKAIAN","19 Mar 2025"
"PRD00025","rok  anak ","96000","173","pakian","20 Jul 2024"
"PRD00026","   sarung tangan bayi","313000","35","clothes","2025/12/28"
"PRD00027","BaJu Bayi ","","141","pakaian","2023-11-21 18:44:00"
"PRD00028","baju anak laki-laki","Rp397000,-","36","clothes","2023-12-01 05:26:00"
"PRD00029","dress pesta","$3.25","","pakaian","06/07/2024 12:18"
"PRD00030","baju anak laki-laki ","","245","pakian","1711428060"
"PRD00031","piyama anak","$14.75","67","pakian","1683301800"
"PRD00032","BAJU ANAK PEREMPUAN","Rp 309,000","107","pakian","2023-11-15 07:15:00"
"PRD00033","piyama anak","467000","199","pakaian","1775763000"
"PRD00034","BAJU ANAK PEREMPUAN","91000","114","PAKAIAN","1736865660"
"PRD00035","dress  pesta  ","","214","PAKAIAN","2023-02-19 23:44:00"
"PRD00036","  topi sekolah   ",,"1","pakian","2024/04/17"
"PRD00037","BaJu Bayi","Rp185000,-","136","PAKAIAN","04-20-2023"
"PRD00038","sarung tangan bayi  ","","280","pakaian","2025/10/01"
"PRD00039","   BaJu  Bayi","405000","30","pakian","09 Mar 2024"
"PRD00040","rok anak","Rp 166,000","74","PAKAIAN","2023-11-16 18:06:00"
"PRD00041"," KEMEJA SEKOLAH ","Rp 154,000","169","PAKAIAN","27/03/2023 15:56"
"PRD00042","   sepatu casual","256000","214","pakian","1734142320"
"PRD00043","jaket hoodie ","","190","PAKAIAN","2023-11-10 03:27:00"
"PRD00044","   sarung tangan bayi   ","Rp39000,-","28","pakaian","18 Mar 2024"
"PRD00045","BAJU ANAK PEREMPUAN","358000","222","pakian","13 Jun 2023"
"PRD00046","blouse wanita","$13.63","35","clothes","2024-11-19 14:36:00"
"PRD00047","   dress pesta","","203","clothes","1762944720"
"PRD00048","topi sekolah","$12.00","107","pakaian","2025-05-02 00:29:00"
"PRD00049"," BaJu Bayi","490rb","","pakaian","23/02/2026 19:04"
"PRD00050","blouse wanita ","","72","pakian","2025/02/05"
"PRD00051","sepatu casual","$27.69","204","clothes","2025-05-05 19:46:00"
"PRD00052","sweater  rajut","$27.56","260","pakaian","05 Aug 2023"
"PRD00053"," baju anak laki-laki",,"46","pakaian","1764363540"
"PRD00054","sarung tangan bayi","Rp 237,000","47","pakian","2024-09-16 15:46:00"
"PRD00055"," sarung tangan bayi","92rb","127","PAKAIAN","1748267460"
"PRD00056","  topi sekolah ","Rp432000,-","205","clothes","08/06/2025 10:39"
"PRD00057","baju anak laki-laki","$6.19","187","pakaian","2023/06/04"
"PRD00058","dress pesta","Rp 427,000","286","pakian","2023-05-04 14:50:00"
"PRD00059"," topi sekolah",,"31","clothes","06-10-2024"
"PRD00060"," BAJU ANAK PEREMPUAN",,"80","pakaian","1696348860"
"PRD00061","  dress  pesta","316000","15","pakaian","28 Nov 2025"
"PRD00062","piyama anak","$23.13","190","clothes","1694075940"
"PRD00063","BaJu  Bayi","210000","207","pakian","12 Feb 2025"
"PRD00064","   BaJu Bayi","489rb","188","pakian","13 Feb 2026"
"PRD00065","  BAJU ANAK PEREMPUAN  ",,"93","pakaian","09 Jul 2025"
"PRD00066","  BaJu  Bayi","457000","122","pakaian","24 Feb 2023"
"PRD00067","jaket hoodie","$13.81","89","pakian","1767197100"
"PRD00068","sweater  rajut   ","127000","195","clothes","1701046440"
"PRD00069","baju  anak  laki-laki ","457000","166","PAKAIAN","27/04/2023 17:28"
"PRD00070","BaJu Bayi","Rp296000,-","209","pakian","2023/08/21"
"PRD00071","BAJU ANAK PEREMPUAN ","478rb","158","pakaian","1753238880"
"PRD00072","BAJU ANAK PEREMPUAN","$14.69","147","clothes","2023-03-26 07:51:00"
"PRD00073","baju anak laki-laki",,"174","PAKAIAN","1684057140"
"PRD00074","sarung tangan bayi ","Rp 462,000","178","PAKAIAN","17 Jun 2023"
"PRD00075"," topi sekolah  ","","49","PAKAIAN","03/11/2023 10:20"
"PRD00076","dress pesta","Rp 89,000","187","pakian","11-13-2025"
"PRD00077","piyama anak  ","443rb","114","PAKAIAN","23/07/2023 21:39"
"PRD00078"," sweater rajut ","98000","276","PAKAIAN","20 Sep 2023"
"PRD00079","  BaJu Bayi","Rp264000,-","100","clothes","2023/07/21"
"PRD00080","  KEMEJA SEKOLAH  ","40rb","23","pakaian","1717749840"
"PRD00081","BaJu Bayi   ","Rp 439,000","131","clothes","1676756820"
"PRD00082"," topi sekolah","$30.06","215","PAKAIAN","08/05/2023 03:34"
"PRD00083"," jaket hoodie","Rp407000,-","151","clothes","2024-02-08 14:43:00"
"PRD00084","  rok anak","Rp490000,-","90","pakian","2024-10-06 17:25:00"
"PRD00085","sepatu casual  ","392rb","253","PAKAIAN","2024-04-11 01:31:00"
"PRD00086","  sweater  rajut","","273","pakian","2023-06-23 19:07:00"
"PRD00087"," blouse wanita  ","362rb","269","pakian","2025/10/22"
"PRD00088","   KEMEJA SEKOLAH","","123","pakian","2025-02-06 21:52:00"
"PRD00089","jaket  hoodie  ","Rp 69,000","230","pakaian","2024/01/01"
"PRD00090","  baju anak laki-laki","450rb","104","PAKAIAN","2023/03/28"
"PRD00091","  piyama anak","Rp 36,000","30","clothes","2023-06-07 14:45:00"
"PRD00092","dress pesta ","$10.13","258","pakian","2023-07-29 00:25:00"
"PRD00093","topi sekolah  ","Rp115000,-","280","pakian","1751499900"
"PRD00094","sarung tangan bayi  ",,"287","PAKAIAN","1679044080"
"PRD00095","  piyama anak   ","46000","212","pakaian","10/05/2023 20:46"
"PRD00096","topi sekolah ","","228","PAKAIAN","2023-01-03 12:10:00"
"PRD00097","  dress pesta","$21.25","275","pakaian","11 Jan 2023"
"PRD00098","BAJU ANAK  PEREMPUAN","188000","51","clothes","06 Feb 2026"
"PRD00099","KEMEJA SEKOLAH","Rp 454,000","236","PAKAIAN","1672633080"
"PRD00100","jaket hoodie ","447000","263","PAKAIAN","1718209260"
"PRD00101","   celana jeans pria   ","446000","226","pakian","2023-09-17 09:34:00"
"PRD00102","blouse wanita ",,"243","PAKAIAN","10 Jul 2023"
"PRD00103","   sarung tangan bayi  ","Rp364000,-","80","pakaian","2023/06/28"
"PRD00104"," kaos olahraga","400rb","231","pakian","2026/02/18"
"PRD00105","sepatu casual   ","434rb","90","pakaian","2024/07/03"
"PRD00106","  kaos olahraga","497000","241","clothes","07 Oct 2024"
"PRD00107","  topi sekolah","41rb","10","PAKAIAN","10/04/2025 17:20"
"PRD00108","  celana jeans pria   ",,"82","clothes","2024-08-01 10:37:00"
"PRD00109","sweater  rajut","","90","clothes","1681517040"
"PRD00110","sarung tangan  bayi",,"177","pakian","09/04/2025 06:22"
"PRD00111","topi  sekolah   ","154rb","197","pakian","26/11/2025 14:49"
"PRD00112","BAJU ANAK  PEREMPUAN","","251","PAKAIAN","1738155120"
"PRD00113","dress pesta","Rp 173,000","105","clothes","12-24-2025"
"PRD00114","  celana jeans pria","454000","202","pakian","2023/09/23"
"PRD00115","piyama anak","460000","175","pakian","1733251680"
"PRD00116","KEMEJA SEKOLAH","273000","41","pakaian","17/06/2024 05:50"
"PRD00117","BAJU ANAK PEREMPUAN",,"2","clothes","04-05-2024"
"PRD00118","  sepatu casual ","Rp100000,-","269","pakian","22 Jul 2025"
"PRD00119","blouse wanita  ","240rb","139","pakaian","1691819580"
"PRD00120","dress  pesta","301000","105","pakian","29/03/2026 11:13"
"PRD00121"," topi sekolah",,"71","clothes","2023-09-10 13:01:00"
"PRD00122","BaJu Bayi","337rb","78","clothes","2024-06-15 20:40:00"
"PRD00123","piyama anak   ","","89","clothes","1763389080"
"PRD00124","rok anak ","","276","clothes","11/02/2024 06:47"
"PRD00125","   dress pesta","Rp 170,000","22","pakian","27 Nov 2024"
"PRD00126","  blouse wanita","$10.81","16","PAKAIAN","2023-07-15 03:34:00"
"PRD00127","  BaJu Bayi  ","273rb","45","clothes","2026/01/20"
"PRD00128","   BAJU ANAK PEREMPUAN","39000","299","clothes","2025-05-29 05:18:00"
"PRD00129"," rok anak","","81","pakaian","2025/12/15"
"PRD00130","sarung tangan bayi",,"36","pakaian","19 Aug 2024"
"PRD00131","sweater rajut ","Rp 31,000","299","PAKAIAN","21/09/2024 20:20"
"PRD00132","kaos olahraga","","132","pakian","1689766500"
"PRD00133","celana jeans pria ","299000","94","pakaian","1722202560"
"PRD00134","   piyama anak","383000","291","PAKAIAN","2024/08/16"
"PRD00135","  BaJu Bayi ","191000","272","pakaian","15 Jan 2026"
"PRD00136","rok anak ","150000","239","pakian","12/05/2024 13:07"
"PRD00137","sarung tangan bayi","118rb","223","PAKAIAN","2024/09/14"
"PRD00138","dress pesta  ","Rp 255,000","146","pakaian","1691612940"
"PRD00139","kaos olahraga  ","Rp 155,000","261","PAKAIAN","1748050260"
"PRD00140","rok anak","","163","clothes","2023-03-24 02:09:00"
"PRD00141","dress pesta  ","","13","PAKAIAN","26/10/2025 02:19"
"PRD00142","kaos olahraga","419rb","290","clothes","09/06/2023 13:14"
"PRD00143","dress pesta","Rp235000,-","287","clothes","04 Apr 2024"
"PRD00144","sepatu casual","Rp144000,-","107","PAKAIAN","2026-04-24 10:29:00"
"PRD00145"," blouse wanita","Rp36000,-","","clothes","03/05/2026 00:07"
"PRD00146","piyama anak   ","85000","283","PAKAIAN","23/08/2023 10:30"
"PRD00147","blouse wanita",,"110","clothes","1765754280"
"PRD00148","rok anak",,"220","pakaian","02 Aug 2024"
"PRD00149","BaJu Bayi ","371000","22","clothes","1754347080"
"PRD00150","BaJu Bayi","$10.75","139","PAKAIAN","2024-11-26 01:40:00"
"PRD00151","BaJu Bayi   ","","204","pakian","2023-01-17 09:28:00"
"PRD00152","  rok anak","266rb","253","pakaian","2025/03/07"
"PRD00153","sweater rajut   ","Rp33000,-","153","PAKAIAN","27/01/2024 02:04"
"PRD00154","rok  anak",,"55","pakian","2025-05-19 09:18:00"
"PRD00155","  sweater rajut","30000","299","clothes","04-10-2024"
"PRD00156","  piyama  anak ","","157","pakaian","27/12/2023 20:39"
"PRD00157","   BAJU ANAK PEREMPUAN",,"","pakaian","06/02/2025 05:16"
"PRD00158","jaket hoodie  ","Rp 105,000","226","pakian","2023-10-12 06:43:00"
"PRD00159","baju anak laki-laki",,"97","PAKAIAN","28/08/2025 17:09"
"PRD00160","   sepatu casual","","162","PAKAIAN","2023/06/04"
"PRD00161","jaket hoodie","Rp 95,000","258","pakaian","15/03/2023 15:04"
"PRD00162","BAJU ANAK PEREMPUAN   ","357000","21","pakaian","20/09/2023 02:05"
"PRD00163","sarung tangan bayi","Rp476000,-","218","PAKAIAN","04-23-2024"
"PRD00164","BaJu Bayi","$25.94","69","clothes","1709939640"
"PRD00165","  sepatu casual","335000","81","pakian","2024/03/21"
"PRD00166"," sarung tangan bayi","363000","211","pakian","1697064660"
"PRD00167","BAJU  ANAK  PEREMPUAN","354000","202","clothes","2023-11-29 04:58:00"
"PRD00168"," BaJu Bayi ","130000","297","pakaian","1752589020"
"PRD00169","sepatu casual   ","Rp 481,000","294","clothes","1748307540"
"PRD00170","   rok anak  ","$4.69","274","pakaian","22 Apr 2024"
"PRD00171","blouse wanita ","","83","PAKAIAN","1733174700"
"PRD00172","piyama anak  ","89rb","288","pakian","13/11/2023 10:56"
"PRD00173","topi sekolah ","$20.94","237","pakian","2023-10-01 16:06:00"
"PRD00174","kaos  olahraga ","202000","288","clothes","28/07/2024 03:28"
"PRD00175","celana jeans  pria ",,"45","clothes","2023/11/10"
"PRD00176","  piyama anak ","$30.88","162","clothes","04-12-2023"
"PRD00177","kaos olahraga   ","$18.25","296","PAKAIAN","15 Dec 2024"
"PRD00178"," sepatu casual ","312000","74","clothes","04-06-2026"
"PRD00179","sweater rajut ","484rb","247","pakaian","2023-03-03 09:08:00"
"PRD00180","   sarung tangan bayi  ","298000","33","pakaian","31/12/2023 15:30"
